grid_id,population,median_income,avg_age,household_size,employment_rate,education_index,urbanization_level,internet_penetration,smartphone_adoption
cell_3170,1452,1269627,28.8,3.31,0.881,0.849,0.978,0.941,0.908
cell_3171,1932,1220124,30.8,3.2,0.83,0.883,0.972,0.919,0.892
cell_3172,1878,1251349,30.7,3.22,0.872,0.884,0.967,0.95,0.896
cell_3173,1867,1315660,31.4,3.44,0.868,0.932,0.978,0.919,0.94
cell_3174,1586,1345477,31.3,3.17,0.869,0.883,0.966,0.95,0.95
cell_3175,1609,1320447,30.9,3.11,0.817,0.908,0.976,0.937,0.947
cell_3176,2246,1288589,31.2,3.39,0.811,0.9,0.961,0.95,0.937
cell_3177,1736,1384627,29.0,3.48,0.855,0.854,0.968,0.95,0.918
cell_3178,1777,1392638,29.0,3.32,0.878,0.901,0.962,0.95,0.895
cell_3179,1913,1294477,29.0,3.17,0.87,0.923,0.979,0.92,0.948
cell_3180,1761,1324986,29.6,3.31,0.849,0.887,0.996,0.936,0.926
cell_3181,1844,1242573,29.1,3.42,0.813,0.901,0.998,0.95,0.897
cell_3182,1890,1309948,30.7,3.41,0.84,0.915,0.973,0.95,0.934
cell_3183,1544,1391050,30.5,3.3,0.865,0.888,0.995,0.95,0.906
cell_3184,1843,1456502,29.0,3.31,0.808,0.87,0.987,0.918,0.932
cell_3185,2251,1273491,30.7,3.47,0.806,0.882,0.996,0.927,0.95
cell_3186,1594,1336467,29.5,3.21,0.843,0.889,0.979,0.919,0.942
cell_3187,1964,1437641,29.5,3.1,0.875,0.913,0.965,0.95,0.885
cell_3188,1608,1240930,31.4,3.46,0.853,0.851,0.973,0.94,0.919
cell_3189,1695,1332658,31.3,3.47,0.845,0.903,0.966,0.929,0.949
cell_3190,1710,1368957,31.3,3.24,0.814,0.929,0.978,0.944,0.903
cell_3191,2173,1323807,28.6,3.28,0.813,0.858,0.976,0.92,0.95
cell_3192,1557,1258930,30.6,3.13,0.844,0.914,0.998,0.95,0.891
cell_3193,1735,1273139,29.8,3.49,0.867,0.921,0.994,0.95,0.938
cell_3194,1999,1290498,30.3,3.21,0.807,0.896,0.974,0.95,0.924
cell_3195,1613,1333849,30.9,3.23,0.835,0.889,0.994,0.95,0.891
cell_3196,2153,1418484,29.9,3.4,0.838,0.911,0.995,0.95,0.917
cell_3197,1721,1242491,30.1,3.36,0.811,0.888,0.964,0.95,0.946
cell_3198,4583,1406411,34.6,3.63,0.803,0.955,1.0,0.95,0.92
cell_3199,4824,1313114,33.5,3.47,0.795,0.941,1.0,0.931,0.911
cell_3200,3400,1209440,35.0,3.67,0.781,0.916,1.0,0.95,0.95
cell_3201,3718,1164581,34.4,3.59,0.775,0.942,0.998,0.95,0.893
cell_3202,3836,1158530,35.0,3.31,0.81,0.869,0.99,0.95,0.95
cell_3203,5029,1312482,33.7,3.63,0.774,0.889,1.0,0.95,0.903
cell_3204,4381,1325033,33.7,3.67,0.783,0.929,1.0,0.95,0.931
cell_3205,4573,1317682,33.2,3.47,0.767,0.868,1.0,0.95,0.895
cell_3206,4122,1322470,32.9,3.31,0.792,0.939,0.981,0.948,0.942
cell_3207,3776,1289086,35.5,3.41,0.789,0.901,1.0,0.927,0.935
cell_3208,5588,1330874,33.6,3.46,0.778,0.919,1.0,0.95,0.924
cell_3209,5325,1387731,34.7,3.56,0.792,0.881,0.985,0.95,0.905
cell_3210,4783,1286558,32.4,3.31,0.759,0.878,1.0,0.948,0.915
cell_3211,4180,1318961,32.9,3.68,0.814,0.885,0.999,0.95,0.919
cell_3212,4275,1258320,33.8,3.49,0.819,0.884,0.984,0.95,0.906
cell_3213,3952,1208229,33.5,3.4,0.758,0.915,0.981,0.95,0.918
cell_3214,5149,1223451,34.8,3.64,0.77,0.955,0.981,0.938,0.95
cell_3215,4418,1371016,35.6,3.49,0.827,0.902,0.989,0.95,0.941
cell_3216,4544,1258601,34.1,3.69,0.79,0.888,1.0,0.948,0.95
cell_3217,3819,1176156,32.6,3.57,0.781,0.944,1.0,0.944,0.946
cell_3218,5050,1316759,32.9,3.57,0.781,0.907,1.0,0.949,0.938
cell_3219,3823,1268102,34.3,3.46,0.781,0.939,0.981,0.944,0.95
cell_3220,4824,1379531,33.0,3.38,0.817,0.947,0.989,0.926,0.9
cell_3221,4575,1282558,33.8,3.54,0.821,0.873,1.0,0.95,0.909
cell_3222,5154,1155704,33.1,3.54,0.79,0.913,0.989,0.95,0.913
cell_3223,4208,1324038,32.6,3.38,0.766,0.874,0.988,0.95,0.947
cell_3224,4638,1165423,35.6,3.36,0.803,0.948,1.0,0.938,0.916
cell_3225,4128,1308926,34.8,3.29,0.815,0.932,0.986,0.948,0.94
cell_3226,3976,1174360,35.0,3.36,0.764,0.94,1.0,0.95,0.928
cell_3227,1990,535847,26.3,4.35,0.64,0.65,0.932,0.688,0.673
cell_3228,1665,534224,27.5,4.23,0.653,0.609,0.938,0.708,0.707
cell_3229,2017,519861,27.6,4.36,0.672,0.644,0.928,0.692,0.665
cell_3230,1536,530861,27.5,4.6,0.675,0.652,0.948,0.703,0.692
cell_3231,2031,525087,28.1,4.23,0.656,0.617,0.928,0.71,0.667
cell_3232,1864,524681,26.1,4.43,0.678,0.647,0.914,0.73,0.685
cell_3233,2297,494500,28.1,4.69,0.701,0.662,0.942,0.708,0.664
cell_3234,2227,468611,26.6,4.6,0.669,0.613,0.917,0.724,0.671
cell_3235,2056,514615,26.1,4.28,0.676,0.655,0.917,0.703,0.7
cell_3236,2074,448793,26.3,4.36,0.653,0.64,0.933,0.689,0.701
cell_3237,2012,537753,27.3,4.73,0.656,0.623,0.931,0.71,0.665
cell_3238,1710,508682,26.9,4.6,0.668,0.671,0.924,0.737,0.656
cell_3239,1957,521569,27.8,4.66,0.643,0.661,0.919,0.683,0.665
cell_3240,2028,462426,26.0,4.58,0.702,0.646,0.937,0.713,0.695
cell_3241,2145,481845,28.0,4.75,0.645,0.645,0.941,0.712,0.675
cell_3242,1835,475215,28.3,4.57,0.695,0.66,0.936,0.729,0.668
cell_3243,2016,501997,26.1,4.38,0.656,0.647,0.948,0.736,0.665
cell_3244,1559,480084,27.9,4.72,0.652,0.625,0.92,0.701,0.697
cell_3245,2136,498137,26.3,4.35,0.637,0.658,0.943,0.725,0.657
cell_3246,1744,451348,26.8,4.49,0.691,0.651,0.917,0.694,0.668
cell_3247,1618,512403,26.3,4.68,0.668,0.629,0.927,0.722,0.681
cell_3248,1888,447468,28.2,4.25,0.688,0.642,0.93,0.686,0.666
cell_3249,2264,492854,26.6,4.26,0.682,0.626,0.913,0.719,0.679
cell_3250,1482,509522,25.8,4.7,0.657,0.614,0.94,0.711,0.669
cell_3251,1591,505944,26.6,4.62,0.679,0.65,0.941,0.717,0.676
cell_3252,1639,517385,27.7,4.36,0.694,0.646,0.929,0.683,0.674
cell_3253,1722,486038,28.3,4.62,0.673,0.642,0.913,0.736,0.703
cell_3254,1745,461368,26.1,4.51,0.65,0.653,0.932,0.683,0.693
cell_3255,1929,475794,26.6,4.24,0.703,0.647,0.927,0.687,0.691
cell_3256,869,675868,28.7,4.01,0.692,0.733,0.871,0.763,0.789
cell_3257,792,653252,27.7,3.58,0.684,0.728,0.88,0.787,0.765
cell_3258,821,577885,28.8,3.72,0.705,0.77,0.895,0.816,0.738
cell_3259,703,677161,27.2,3.66,0.748,0.785,0.887,0.766,0.759
cell_3260,880,574442,27.1,3.97,0.722,0.765,0.876,0.792,0.789
cell_3261,808,579391,26.9,3.93,0.745,0.763,0.868,0.774,0.785
cell_3262,832,593456,29.2,3.99,0.687,0.77,0.868,0.772,0.758
cell_3263,772,629348,27.1,3.58,0.725,0.751,0.887,0.799,0.784
cell_3264,675,636201,28.5,3.81,0.734,0.737,0.868,0.8,0.745
cell_3265,790,617173,28.3,3.59,0.755,0.766,0.877,0.77,0.734
cell_3266,787,586455,27.7,3.84,0.732,0.761,0.893,0.772,0.768
cell_3267,734,630411,27.2,3.75,0.744,0.724,0.878,0.817,0.76
cell_3268,926,583268,27.2,3.92,0.738,0.717,0.874,0.784,0.78
cell_3269,885,681579,28.8,3.88,0.712,0.718,0.883,0.781,0.751
cell_3270,827,651260,27.7,3.64,0.717,0.784,0.891,0.771,0.753
cell_3271,783,589490,27.3,3.83,0.714,0.718,0.885,0.765,0.766
cell_3272,800,566370,28.4,3.77,0.714,0.757,0.884,0.759,0.737
cell_3273,789,629516,28.7,3.91,0.745,0.741,0.875,0.811,0.744
cell_3274,720,671316,27.7,3.67,0.734,0.731,0.896,0.782,0.77
cell_3275,841,669218,28.8,3.96,0.691,0.782,0.884,0.813,0.771
cell_3276,1726,1239555,30.6,3.26,0.811,0.933,0.996,0.95,0.941
cell_3277,1971,1243645,31.2,3.45,0.861,0.928,0.982,0.946,0.95
cell_3278,1860,1315727,30.4,3.39,0.85,0.891,0.972,0.95,0.95
cell_3279,1413,1247339,31.3,3.36,0.878,0.897,0.978,0.95,0.895
cell_3280,1731,1295584,29.6,3.13,0.815,0.875,0.992,0.926,0.909
cell_3281,1640,1380038,31.1,3.43,0.822,0.858,0.967,0.95,0.933
cell_3282,1428,1346166,29.1,3.42,0.846,0.9,0.979,0.931,0.927
cell_3283,1820,1351335,31.0,3.16,0.844,0.877,0.988,0.913,0.933
cell_3284,1416,1410648,30.4,3.46,0.842,0.893,0.988,0.937,0.886
cell_3285,1551,1305628,31.3,3.42,0.877,0.934,0.977,0.929,0.924
cell_3286,1944,1351458,28.9,3.27,0.831,0.877,0.995,0.917,0.95
cell_3287,1800,1362973,30.6,3.18,0.853,0.924,0.966,0.922,0.906
cell_3288,1461,1398146,29.1,3.37,0.87,0.904,0.965,0.95,0.912
cell_3289,1638,1465947,30.7,3.16,0.838,0.874,0.999,0.95,0.907
cell_3290,1788,1344413,29.1,3.36,0.826,0.904,0.975,0.95,0.932
cell_3291,1915,1339461,28.8,3.17,0.819,0.851,0.988,0.94,0.89
cell_3292,2045,1337101,29.2,3.16,0.837,0.924,0.968,0.95,0.95
cell_3293,1826,1408421,31.0,3.34,0.871,0.891,0.993,0.95,0.92
cell_3294,1906,1425987,31.0,3.11,0.86,0.915,0.988,0.95,0.886
cell_3295,1944,1467182,29.2,3.33,0.866,0.912,0.985,0.913,0.936
cell_3296,2046,1421768,29.8,3.5,0.863,0.897,0.997,0.95,0.943
cell_3297,1842,1303751,29.3,3.3,0.847,0.867,0.997,0.95,0.922
cell_3298,1537,1453248,29.5,3.36,0.849,0.898,0.981,0.926,0.904
cell_3299,1968,1331637,29.1,3.14,0.854,0.883,0.965,0.95,0.898
cell_3300,1699,1466556,29.2,3.27,0.879,0.874,0.986,0.936,0.891
cell_3301,2087,1337192,30.4,3.34,0.833,0.9,0.971,0.941,0.916
cell_3302,1868,1386487,29.1,3.2,0.852,0.913,0.979,0.937,0.95
cell_3303,1751,1401346,30.6,3.47,0.859,0.872,0.974,0.942,0.885
cell_3304,1726,1403944,30.7,3.44,0.844,0.91,0.972,0.95,0.908
cell_3305,1775,1300254,30.0,3.41,0.861,0.864,0.966,0.935,0.919
cell_3306,1778,1394034,29.8,3.48,0.82,0.901,0.984,0.933,0.914
cell_3307,1571,1343870,29.7,3.17,0.836,0.883,0.966,0.922,0.931
cell_3308,2139,1238491,28.9,3.12,0.843,0.901,0.976,0.95,0.934
cell_3309,1792,1230745,29.3,3.11,0.876,0.873,0.982,0.936,0.901
cell_3310,1561,1381163,31.4,3.32,0.843,0.849,0.993,0.915,0.95
cell_3311,1636,1336961,31.5,3.22,0.821,0.856,0.984,0.919,0.94
cell_3312,2238,1244137,30.2,3.14,0.846,0.918,0.981,0.95,0.942
cell_3313,1770,1217001,29.7,3.2,0.877,0.882,0.986,0.95,0.94
cell_3314,1782,1400238,30.1,3.34,0.798,0.868,0.997,0.934,0.915
cell_3315,3710,1205419,34.2,3.68,0.776,0.894,1.0,0.949,0.95
cell_3316,4356,1288548,35.0,3.53,0.769,0.876,1.0,0.95,0.895
cell_3317,4979,1284837,32.3,3.62,0.766,0.931,0.981,0.95,0.895
cell_3318,3922,1192322,33.9,3.41,0.829,0.917,1.0,0.939,0.923
cell_3319,4416,1236777,34.9,3.45,0.829,0.88,0.98,0.95,0.95
cell_3320,4080,1290363,35.4,3.29,0.764,0.939,1.0,0.95,0.95
cell_3321,4113,1327359,34.7,3.62,0.823,0.897,0.982,0.949,0.943
cell_3322,4580,1208260,32.3,3.5,0.808,0.896,1.0,0.95,0.906
cell_3323,4314,1250743,35.4,3.52,0.778,0.896,0.985,0.95,0.936
cell_3324,4392,1226442,32.6,3.41,0.784,0.952,1.0,0.95,0.917
cell_3325,3816,1217656,34.3,3.43,0.818,0.954,0.994,0.95,0.942
cell_3326,4693,1203057,34.8,3.44,0.779,0.906,1.0,0.932,0.897
cell_3327,3808,1328026,34.9,3.65,0.809,0.948,1.0,0.95,0.907
cell_3328,5167,1326484,35.3,3.3,0.819,0.928,0.987,0.924,0.912
cell_3329,5199,1387384,33.8,3.68,0.787,0.883,0.986,0.95,0.918
cell_3330,3523,1225106,35.3,3.51,0.8,0.948,1.0,0.95,0.917
cell_3331,4382,1337556,34.5,3.37,0.781,0.893,0.984,0.95,0.95
cell_3332,4626,1162320,32.8,3.51,0.828,0.944,0.994,0.95,0.934
cell_3333,4965,1354187,32.4,3.69,0.756,0.908,1.0,0.95,0.898
cell_3334,4307,1174493,33.7,3.43,0.815,0.875,1.0,0.95,0.937
cell_3335,4320,1324538,32.5,3.64,0.819,0.87,1.0,0.95,0.894
cell_3336,4939,1294195,35.5,3.57,0.753,0.872,1.0,0.95,0.902
cell_3337,5054,1344764,33.1,3.4,0.827,0.945,0.993,0.95,0.905
cell_3338,3774,1174457,35.2,3.53,0.771,0.942,1.0,0.929,0.941
cell_3339,5046,1337125,32.9,3.42,0.817,0.946,0.991,0.923,0.95
cell_3340,4144,1240832,33.7,3.45,0.795,0.872,1.0,0.95,0.95
cell_3341,5146,1208604,32.5,3.33,0.776,0.91,1.0,0.95,0.932
cell_3342,4260,1390804,34.1,3.41,0.824,0.921,0.999,0.95,0.948
cell_3343,4579,1397634,34.2,3.58,0.818,0.899,1.0,0.95,0.924
cell_3344,1994,451941,27.8,4.53,0.69,0.618,0.931,0.725,0.707
cell_3345,2302,465251,27.9,4.32,0.65,0.615,0.943,0.688,0.66
cell_3346,1823,527258,26.8,4.52,0.648,0.625,0.916,0.705,0.685
cell_3347,1989,537161,26.0,4.24,0.689,0.62,0.925,0.704,0.703
cell_3348,1701,442451,26.2,4.4,0.669,0.662,0.923,0.703,0.671
cell_3349,1905,454622,26.4,4.3,0.669,0.668,0.915,0.707,0.654
cell_3350,2109,509570,26.9,4.72,0.664,0.641,0.937,0.711,0.663
cell_3351,1594,483396,27.3,4.29,0.679,0.665,0.924,0.694,0.701
cell_3352,1752,480995,27.5,4.54,0.678,0.644,0.941,0.7,0.691
cell_3353,2054,518523,26.3,4.38,0.699,0.61,0.919,0.709,0.675
cell_3354,1778,447914,26.6,4.51,0.674,0.646,0.932,0.696,0.694
cell_3355,1557,513459,26.4,4.5,0.658,0.64,0.924,0.738,0.672
cell_3356,2186,503518,27.2,4.54,0.67,0.66,0.913,0.732,0.685
cell_3357,1757,526189,26.0,4.62,0.664,0.652,0.935,0.691,0.681
cell_3358,1831,513324,25.9,4.51,0.678,0.627,0.947,0.711,0.663
cell_3359,1743,477773,26.2,4.25,0.674,0.646,0.917,0.716,0.705
cell_3360,2365,520094,26.2,4.31,0.666,0.648,0.943,0.695,0.679
cell_3361,1935,485511,26.3,4.76,0.668,0.642,0.92,0.711,0.667
cell_3362,1646,441270,27.2,4.44,0.697,0.611,0.913,0.732,0.66
cell_3363,1512,521740,27.8,4.41,0.681,0.64,0.945,0.685,0.697
cell_3364,1693,459812,27.5,4.6,0.673,0.653,0.935,0.726,0.666
cell_3365,1672,483100,27.5,4.6,0.684,0.628,0.936,0.702,0.704
cell_3366,1885,514514,28.1,4.47,0.661,0.636,0.923,0.719,0.704
cell_3367,1761,528970,25.9,4.5,0.694,0.666,0.931,0.683,0.659
cell_3368,1721,455643,27.7,4.64,0.693,0.615,0.919,0.729,0.692
cell_3369,2339,525714,27.1,4.4,0.675,0.649,0.924,0.725,0.658
cell_3370,1743,489801,28.0,4.28,0.671,0.618,0.945,0.729,0.704
cell_3371,2218,459119,26.5,4.5,0.676,0.658,0.92,0.689,0.679
cell_3372,1845,497412,27.7,4.26,0.701,0.608,0.924,0.72,0.655
cell_3373,629,630107,29.1,3.83,0.727,0.738,0.863,0.76,0.784
cell_3374,832,578388,28.5,4.0,0.71,0.768,0.875,0.778,0.742
cell_3375,799,593112,29.4,3.72,0.714,0.787,0.875,0.782,0.78
cell_3376,703,610478,28.6,3.59,0.711,0.738,0.871,0.8,0.747
cell_3377,822,584932,27.3,3.65,0.688,0.759,0.886,0.769,0.767
cell_3378,779,618806,28.7,3.59,0.74,0.786,0.866,0.81,0.753
cell_3379,730,566868,28.1,3.58,0.736,0.749,0.879,0.771,0.752
cell_3380,791,582679,28.3,3.7,0.731,0.753,0.877,0.801,0.755
cell_3381,921,625039,29.1,3.95,0.722,0.718,0.882,0.781,0.762
cell_3382,864,641517,28.5,3.62,0.698,0.76,0.877,0.807,0.737
cell_3383,754,620093,27.3,3.76,0.687,0.715,0.866,0.795,0.782
cell_3384,649,645870,29.0,3.64,0.712,0.724,0.866,0.799,0.788
cell_3385,956,611865,29.1,3.67,0.692,0.765,0.875,0.778,0.77
cell_3386,785,595132,28.8,3.71,0.723,0.714,0.89,0.798,0.741
cell_3387,692,629490,28.1,3.7,0.734,0.779,0.864,0.785,0.766
cell_3388,699,584110,26.8,3.83,0.73,0.724,0.874,0.779,0.779
cell_3389,752,655084,28.9,3.88,0.706,0.774,0.889,0.803,0.734
cell_3390,754,675155,28.8,3.95,0.723,0.735,0.886,0.803,0.771
cell_3391,850,562918,29.1,3.65,0.734,0.778,0.873,0.811,0.75
cell_3392,746,639250,28.5,3.8,0.733,0.782,0.888,0.819,0.757
cell_3393,1684,1481112,28.7,3.24,0.823,0.88,0.996,0.94,0.95
cell_3394,1955,1355873,29.4,3.28,0.834,0.869,0.972,0.926,0.908
cell_3395,1791,1407327,31.5,3.25,0.837,0.86,0.976,0.95,0.899
cell_3396,1601,1436035,30.4,3.48,0.874,0.859,0.962,0.942,0.922
cell_3397,1608,1248701,28.6,3.44,0.878,0.856,0.969,0.919,0.948
cell_3398,1855,1296968,29.6,3.3,0.855,0.89,0.998,0.92,0.942
cell_3399,1665,1406384,31.3,3.39,0.863,0.912,0.973,0.95,0.941
cell_3400,1834,1420125,31.0,3.24,0.865,0.918,0.97,0.95,0.897
cell_3401,1661,1460336,28.6,3.43,0.841,0.922,0.993,0.95,0.94
cell_3402,1759,1297040,29.2,3.4,0.811,0.862,0.995,0.95,0.948
cell_3403,1594,1291451,28.5,3.21,0.83,0.854,0.983,0.941,0.887
cell_3404,2018,1440307,30.0,3.49,0.875,0.895,0.978,0.912,0.936
cell_3405,2068,1375443,31.5,3.44,0.878,0.875,0.966,0.95,0.941
cell_3406,1808,1372133,28.8,3.3,0.876,0.891,0.991,0.914,0.937
cell_3407,1993,1306182,30.4,3.46,0.813,0.881,0.967,0.95,0.923
cell_3408,1940,1368078,31.2,3.23,0.855,0.913,0.973,0.924,0.92
cell_3409,1616,1477824,30.0,3.44,0.814,0.929,0.992,0.95,0.912
cell_3410,1844,1428237,31.0,3.13,0.874,0.929,0.984,0.926,0.943
cell_3411,1994,1434998,28.8,3.34,0.839,0.93,0.972,0.928,0.949
cell_3412,1740,1296005,30.2,3.35,0.833,0.932,0.966,0.942,0.915
cell_3413,1805,1241200,31.3,3.27,0.827,0.885,0.969,0.92,0.894
cell_3414,1506,1328389,30.4,3.35,0.798,0.927,0.993,0.95,0.91
cell_3415,1685,1435599,29.0,3.23,0.839,0.898,0.982,0.92,0.914
cell_3416,2204,1374512,30.2,3.15,0.815,0.868,0.98,0.95,0.917
cell_3417,1609,1258911,30.8,3.17,0.839,0.907,0.969,0.918,0.925
cell_3418,1650,1418445,29.5,3.3,0.876,0.887,0.999,0.924,0.935
cell_3419,2074,1239960,29.3,3.15,0.876,0.883,0.996,0.934,0.893
cell_3420,1762,1443213,29.7,3.46,0.819,0.907,0.989,0.933,0.885
cell_3421,1504,1458204,31.4,3.39,0.859,0.867,0.963,0.95,0.924
cell_3422,2036,1325547,28.9,3.42,0.836,0.919,0.978,0.928,0.896
cell_3423,1948,1324243,30.0,3.32,0.818,0.879,0.972,0.942,0.92
cell_3424,1606,1319083,29.4,3.5,0.804,0.903,0.967,0.95,0.95
cell_3425,1928,1282476,28.9,3.23,0.827,0.881,0.975,0.943,0.935
cell_3426,1446,1347214,29.8,3.13,0.809,0.891,0.97,0.95,0.896
cell_3427,1568,1481264,30.4,3.24,0.799,0.889,0.968,0.95,0.926
cell_3428,1479,1418855,30.3,3.44,0.82,0.904,0.965,0.934,0.932
cell_3429,1836,1430690,30.5,3.24,0.872,0.891,0.986,0.95,0.917
cell_3430,1830,1224890,31.1,3.43,0.829,0.862,0.987,0.918,0.914
cell_3431,1669,1222346,30.4,3.37,0.839,0.861,0.964,0.936,0.917
cell_3432,3957,1334032,34.7,3.48,0.778,0.941,1.0,0.95,0.92
cell_3433,4328,1257335,33.9,3.48,0.8,0.88,1.0,0.95,0.95
cell_3434,4117,1257589,34.0,3.6,0.768,0.883,1.0,0.95,0.91
cell_3435,4428,1329010,32.3,3.54,0.798,0.932,1.0,0.95,0.918
cell_3436,3871,1169532,35.0,3.63,0.783,0.888,0.985,0.95,0.95
cell_3437,4403,1218215,33.1,3.3,0.796,0.878,0.98,0.93,0.916
cell_3438,4265,1379223,33.3,3.43,0.768,0.888,0.983,0.944,0.95
cell_3439,5233,1178844,33.8,3.39,0.807,0.953,1.0,0.924,0.916
cell_3440,3440,1172356,33.2,3.42,0.782,0.901,1.0,0.932,0.905
cell_3441,4737,1191425,35.2,3.43,0.779,0.903,0.993,0.95,0.922
cell_3442,4755,1230938,34.7,3.44,0.785,0.886,1.0,0.95,0.894
cell_3443,4535,1379540,34.0,3.5,0.815,0.877,1.0,0.95,0.948
cell_3444,4104,1294522,35.2,3.57,0.82,0.945,0.996,0.932,0.94
cell_3445,4278,1294828,32.7,3.3,0.804,0.927,1.0,0.95,0.899
cell_3446,4519,1280839,33.2,3.6,0.821,0.927,1.0,0.943,0.914
cell_3447,5062,1211946,34.1,3.58,0.768,0.924,0.982,0.945,0.943
cell_3448,3778,1377048,34.6,3.5,0.767,0.896,1.0,0.934,0.929
cell_3449,4371,1179024,32.7,3.69,0.828,0.903,1.0,0.95,0.901
cell_3450,4041,1304518,34.3,3.68,0.813,0.942,1.0,0.95,0.918
cell_3451,4282,1328529,33.6,3.65,0.826,0.916,0.998,0.95,0.895
cell_3452,4524,1339399,33.7,3.66,0.778,0.922,1.0,0.936,0.914
cell_3453,4479,1196435,33.9,3.33,0.821,0.874,1.0,0.948,0.95
cell_3454,4443,1403871,32.5,3.53,0.829,0.927,1.0,0.924,0.894
cell_3455,4589,1402757,33.4,3.41,0.762,0.894,0.995,0.95,0.95
cell_3456,4976,1348070,34.8,3.49,0.777,0.89,1.0,0.95,0.936
cell_3457,4225,1355384,35.2,3.56,0.824,0.918,0.99,0.938,0.934
cell_3458,4305,1306724,34.9,3.34,0.76,0.898,0.991,0.937,0.908
cell_3459,4238,1328160,34.7,3.51,0.826,0.945,1.0,0.95,0.95
cell_3460,4554,1179288,34.6,3.35,0.774,0.91,1.0,0.95,0.937
cell_3461,1865,508355,26.8,4.69,0.663,0.638,0.927,0.728,0.705
cell_3462,1808,510181,28.1,4.5,0.644,0.632,0.932,0.705,0.663
cell_3463,1784,538288,28.1,4.6,0.693,0.624,0.935,0.685,0.691
cell_3464,2343,493375,27.8,4.74,0.651,0.659,0.921,0.731,0.658
cell_3465,1869,458128,26.1,4.53,0.692,0.625,0.943,0.727,0.684
cell_3466,1696,476979,26.4,4.31,0.663,0.631,0.939,0.716,0.702
cell_3467,1509,493392,25.7,4.66,0.67,0.639,0.925,0.703,0.676
cell_3468,1470,490495,26.1,4.65,0.655,0.614,0.92,0.702,0.655
cell_3469,1645,471427,27.8,4.69,0.649,0.616,0.935,0.727,0.705
cell_3470,1632,512931,27.9,4.26,0.682,0.626,0.914,0.709,0.661
cell_3471,2153,523523,26.7,4.24,0.654,0.638,0.937,0.703,0.682
cell_3472,1719,502059,26.8,4.67,0.683,0.615,0.93,0.722,0.658
cell_3473,1864,490302,28.2,4.54,0.665,0.608,0.916,0.714,0.68
cell_3474,2071,473583,27.1,4.54,0.672,0.639,0.924,0.733,0.677
cell_3475,2003,447630,27.8,4.51,0.681,0.657,0.944,0.704,0.697
cell_3476,1876,451065,25.7,4.28,0.658,0.61,0.935,0.7,0.693
cell_3477,1549,480984,26.7,4.3,0.703,0.626,0.938,0.694,0.701
cell_3478,2071,474500,25.7,4.51,0.672,0.616,0.92,0.726,0.655
cell_3479,1913,508494,25.8,4.55,0.637,0.625,0.93,0.733,0.66
cell_3480,1838,477736,27.3,4.77,0.703,0.631,0.93,0.733,0.658
cell_3481,1809,469899,28.3,4.63,0.663,0.661,0.93,0.731,0.667
cell_3482,1639,493771,26.4,4.31,0.703,0.666,0.935,0.732,0.704
cell_3483,1991,527436,27.2,4.3,0.661,0.637,0.946,0.719,0.7
cell_3484,1902,511433,26.2,4.45,0.691,0.647,0.942,0.696,0.694
cell_3485,1788,483486,27.2,4.3,0.661,0.651,0.932,0.713,0.681
cell_3486,2377,476294,26.6,4.53,0.643,0.627,0.92,0.694,0.688
cell_3487,1665,527982,28.0,4.7,0.663,0.612,0.915,0.697,0.665
cell_3488,2373,521034,27.6,4.55,0.688,0.669,0.934,0.69,0.662
cell_3489,1841,530204,27.3,4.6,0.637,0.64,0.927,0.722,0.674
cell_3490,937,639830,29.2,4.03,0.698,0.773,0.868,0.787,0.736
cell_3491,816,635959,28.5,3.85,0.705,0.775,0.882,0.789,0.79
cell_3492,765,642608,27.0,3.73,0.742,0.73,0.88,0.798,0.77
cell_3493,936,606715,28.6,3.91,0.706,0.785,0.893,0.777,0.771
cell_3494,825,665104,28.5,3.87,0.7,0.743,0.878,0.805,0.767
cell_3495,679,616658,28.7,3.91,0.719,0.721,0.873,0.774,0.777
cell_3496,731,641169,29.3,4.03,0.753,0.766,0.889,0.806,0.782
cell_3497,872,609647,27.9,3.87,0.74,0.778,0.878,0.781,0.789
cell_3498,686,646711,27.1,3.75,0.705,0.725,0.883,0.782,0.758
cell_3499,801,597024,27.6,3.69,0.715,0.747,0.881,0.82,0.785
cell_3500,707,633920,26.9,3.9,0.712,0.775,0.896,0.785,0.758
cell_3501,743,672989,27.8,3.65,0.739,0.729,0.867,0.794,0.77
cell_3502,852,572325,27.9,3.73,0.754,0.716,0.873,0.818,0.789
cell_3503,753,627608,27.7,3.94,0.688,0.727,0.88,0.768,0.772
cell_3504,914,612595,29.1,3.63,0.703,0.749,0.865,0.764,0.754
cell_3505,994,615781,27.0,3.65,0.711,0.728,0.865,0.801,0.765
cell_3506,824,654218,28.0,3.62,0.75,0.763,0.871,0.797,0.754
cell_3507,820,618199,28.7,3.85,0.69,0.717,0.873,0.786,0.746
cell_3508,753,645313,28.8,3.63,0.731,0.785,0.869,0.816,0.766
cell_3509,708,650789,27.9,3.9,0.742,0.752,0.872,0.767,0.739
cell_3510,1737,1318867,29.5,3.44,0.838,0.934,0.989,0.95,0.89
cell_3511,1508,1340178,30.7,3.17,0.809,0.9,0.969,0.948,0.887
cell_3512,1901,1389804,29.3,3.21,0.865,0.909,0.983,0.95,0.89
cell_3513,2112,1374433,31.3,3.17,0.856,0.931,0.973,0.913,0.937
cell_3514,1764,1230201,30.5,3.25,0.815,0.925,0.99,0.938,0.904
