grid_id,latitude,longitude,zone_name,total_orders,avg_delivery_time_min,avg_order_value,active_restaurants,active_customers,population_density,competitor_count,road_density_km,is_profitable
cell_1503,28.456306,77.310729,Greater Noida,95,49,357,7,413,3316,2,2.23,0
cell_1504,28.456306,77.315862,Greater Noida,92,45,337,7,466,3174,2,2.02,0
cell_1505,28.456306,77.320995,Greater Noida,101,50,350,5,394,3474,2,1.82,0
cell_1506,28.456306,77.326128,Greater Noida,87,51,305,6,483,3167,2,2.01,0
cell_1507,28.456306,77.331261,Greater Noida,106,48,352,7,371,3418,2,2.09,0
cell_1508,28.456306,77.336394,Greater Noida,105,44,272,7,417,3128,2,1.8,0
cell_1509,28.456306,77.341527,Greater Noida,80,52,306,7,422,3357,2,2.06,0
cell_1510,28.456306,77.34666,Greater Noida,91,48,345,7,392,3480,2,2.05,0
cell_1511,28.456306,77.351793,Greater Noida,77,48,310,6,491,2886,2,2.05,0
cell_1512,28.456306,77.356926,Greater Noida,79,52,348,6,364,3148,2,1.79,0
cell_1513,28.456306,77.362059,Greater Noida,80,44,318,6,408,3350,2,2.23,0
cell_1514,28.456306,77.367192,Greater Noida,85,47,287,6,380,3267,2,1.9,0
cell_1515,28.456306,77.372325,Greater Noida,107,52,308,5,500,3248,2,2.01,0
cell_1516,28.456306,77.377458,Greater Noida,103,48,338,5,396,2900,2,1.85,0
cell_1517,28.456306,77.382591,Greater Noida,104,50,301,7,338,2864,2,2.17,0
cell_1518,28.456306,77.387724,Greater Noida,107,45,294,6,389,3547,2,2.06,0
cell_1519,28.456306,77.392857,Greater Noida,98,45,324,7,416,3217,2,1.83,0
cell_1520,28.456306,77.39799,Greater Noida,85,45,324,7,497,2898,2,1.98,0
cell_1521,28.460811,76.802566,Gurugram,394,33,560,25,1556,6748,7,4.19,0
cell_1522,28.460811,76.807699,Gurugram,349,34,661,33,1169,7640,8,4.22,0
cell_1523,28.460811,76.812832,Gurugram,294,32,607,33,1170,8001,8,3.72,0
cell_1524,28.460811,76.817965,Gurugram,326,38,709,33,1519,7001,7,3.92,0
cell_1525,28.460811,76.823098,Gurugram,342,35,541,32,1641,7611,6,4.35,0
cell_1526,28.460811,76.828231,Gurugram,301,38,623,25,1449,8063,7,3.69,0
cell_1527,28.460811,76.833364,Gurugram,363,38,581,25,1390,6636,7,4.09,0
cell_1528,28.460811,76.838497,Gurugram,293,33,580,25,1283,7079,6,4.02,0
cell_1529,28.460811,76.84363,Gurugram,364,35,533,27,1312,7852,7,3.6,0
cell_1530,28.460811,76.848763,Gurugram,387,39,690,28,1525,7667,8,3.99,0
cell_1531,28.460811,76.853896,Gurugram,374,36,658,32,1374,7464,7,3.78,0
cell_1532,28.460811,76.859029,Gurugram,388,39,581,27,1425,6963,7,3.73,0
cell_1533,28.460811,76.864162,Gurugram,377,38,710,28,1614,6905,6,3.87,0
cell_1534,28.460811,76.869295,Gurugram,316,38,671,28,1600,6620,6,3.69,0
cell_1535,28.460811,76.874428,Gurugram,358,33,607,32,1281,7434,7,3.98,0
cell_1536,28.460811,76.879561,Gurugram,398,39,639,30,1540,7390,7,3.91,0
cell_1537,28.460811,76.884694,Gurugram,360,34,657,25,1477,7881,6,3.48,0
cell_1538,28.460811,76.889827,Gurugram,384,36,637,25,1666,7654,8,4.29,0
cell_1539,28.460811,76.89496,Gurugram,301,35,588,30,1488,6913,8,3.96,0
cell_1540,28.460811,76.900093,Gurugram,356,33,569,28,1217,7180,7,4.09,0
cell_1541,28.460811,76.905226,Gurugram,285,38,711,33,1671,7137,8,3.88,0
cell_1542,28.460811,76.910359,Gurugram,386,34,652,24,1300,7574,7,3.74,0
cell_1543,28.460811,76.915492,Gurugram,329,35,527,32,1415,7960,6,3.52,0
cell_1544,28.460811,76.920625,Gurugram,401,38,600,27,1404,7424,6,3.62,0
cell_1545,28.460811,76.925757,Gurugram,391,35,655,27,1247,6435,7,4.22,0
cell_1546,28.460811,76.93089,Gurugram,312,37,635,31,1368,7408,7,3.58,0
cell_1547,28.460811,76.936023,Gurugram,339,38,530,26,1598,6824,6,4.15,0
cell_1548,28.460811,76.941156,Gurugram,390,36,712,32,1286,7196,6,3.97,1
cell_1549,28.460811,76.946289,Gurugram,293,37,556,30,1559,6784,8,3.67,0
cell_1550,28.460811,76.951422,Gurugram,305,33,677,25,1177,7241,7,4.27,0
cell_1551,28.460811,76.956555,Gurugram,333,39,557,23,1301,6811,8,3.53,0
cell_1552,28.460811,76.961688,Gurugram,332,33,632,30,1268,7195,8,3.99,0
cell_1553,28.460811,76.966821,Gurugram,337,34,686,25,1366,6647,6,3.78,0
cell_1554,28.460811,76.971954,Gurugram,309,34,581,23,1471,7675,6,4.24,0
cell_1555,28.460811,76.977087,Gurugram,323,37,639,25,1182,6720,6,4.05,0
cell_1556,28.460811,76.98222,Gurugram,335,39,596,32,1632,7183,8,3.72,0
cell_1557,28.460811,76.987353,Gurugram,275,35,662,28,1341,7028,6,3.69,0
cell_1558,28.460811,76.992486,Gurugram,389,38,622,31,1629,6860,7,4.11,0
cell_1559,28.460811,76.997619,Gurugram,318,38,702,30,1144,7233,7,4.04,0
cell_1560,28.460811,77.002752,Saket,348,31,564,28,1901,16696,6,3.85,0
cell_1561,28.460811,77.007885,Saket,417,33,656,32,1294,17442,6,4.37,1
cell_1562,28.460811,77.013018,Saket,396,34,568,33,1349,18354,5,4.17,0
cell_1563,28.460811,77.018151,Saket,311,28,567,35,1604,17831,5,4.23,0
cell_1564,28.460811,77.023284,Saket,362,33,598,35,1353,20133,7,3.84,0
cell_1565,28.460811,77.028417,Saket,380,29,611,28,1727,18358,6,4.04,1
cell_1566,28.460811,77.03355,Saket,345,32,506,29,1747,16353,5,3.98,0
cell_1567,28.460811,77.038683,Saket,309,31,599,38,1312,16555,7,4.27,0
cell_1568,28.460811,77.043816,Saket,423,32,626,34,1358,17693,7,4.05,1
cell_1569,28.460811,77.048949,Saket,322,33,592,29,1636,18847,6,3.84,0
cell_1570,28.460811,77.054081,Saket,306,33,665,35,1345,16989,6,4.33,0
cell_1571,28.460811,77.059214,Saket,426,33,610,31,1787,16012,5,4.0,1
cell_1572,28.460811,77.064347,Saket,416,32,505,26,1741,17828,7,4.59,0
cell_1573,28.460811,77.06948,Saket,359,30,558,31,1548,17163,5,3.9,0
cell_1574,28.460811,77.074613,Saket,388,30,587,34,1462,20011,7,4.64,0
cell_1575,28.460811,77.079746,Saket,414,33,570,29,1633,18713,5,3.99,1
cell_1576,28.460811,77.084879,Saket,392,32,568,36,1456,15854,5,4.4,1
cell_1577,28.460811,77.090012,Saket,310,32,608,37,1408,19515,6,4.28,0
cell_1578,28.460811,77.095145,Saket,307,30,508,34,1802,17334,5,4.13,0
cell_1579,28.460811,77.100278,Saket,378,33,494,29,1393,17788,7,4.43,0
cell_1580,28.460811,77.105411,Saket,367,32,552,36,1620,18902,7,4.28,0
cell_1581,28.460811,77.110544,Saket,306,33,568,28,1865,18827,6,4.45,0
cell_1582,28.460811,77.115677,Saket,440,32,543,30,1539,17636,7,4.34,0
cell_1583,28.460811,77.12081,Saket,360,31,531,38,1910,19749,5,4.46,0
cell_1584,28.460811,77.125943,Saket,426,29,639,31,1787,19383,5,3.84,1
cell_1585,28.460811,77.131076,Saket,311,30,562,34,1347,19802,7,3.71,0
cell_1586,28.460811,77.136209,Saket,422,34,645,32,1594,15978,7,3.74,1
cell_1587,28.460811,77.141342,Saket,442,29,626,37,1835,19351,6,4.49,1
cell_1588,28.460811,77.146475,Saket,398,30,508,35,1356,17428,6,4.65,0
cell_1589,28.460811,77.151608,Faridabad,103,43,271,8,523,6969,2,1.96,0
cell_1590,28.460811,77.156741,Faridabad,115,48,286,9,417,7165,2,2.32,0
cell_1591,28.460811,77.161874,Faridabad,103,40,247,8,502,7015,2,2.26,0
cell_1592,28.460811,77.167007,Faridabad,99,46,239,8,573,7381,2,2.03,0
cell_1593,28.460811,77.17214,Faridabad,103,41,252,9,530,7832,2,1.96,0
cell_1594,28.460811,77.177272,Faridabad,90,42,234,7,522,8103,2,2.25,0
cell_1595,28.460811,77.182405,Faridabad,111,47,231,9,533,7506,2,2.08,0
cell_1596,28.460811,77.187538,Faridabad,89,46,295,7,421,8393,2,2.46,0
cell_1597,28.460811,77.192671,Faridabad,126,43,233,8,418,7834,2,2.19,0
cell_1598,28.460811,77.197804,Faridabad,112,41,255,7,545,7195,2,2.23,0
cell_1599,28.460811,77.202937,Faridabad,121,40,266,9,517,7774,2,2.36,0
cell_1600,28.460811,77.20807,Faridabad,111,40,279,9,489,6990,2,2.41,0
cell_1601,28.460811,77.213203,Faridabad,101,46,308,8,473,8404,2,2.3,0
cell_1602,28.460811,77.218336,Faridabad,99,47,272,7,531,7462,2,2.08,0
cell_1603,28.460811,77.223469,Faridabad,124,48,281,9,411,7268,2,2.11,0
cell_1604,28.460811,77.228602,Faridabad,122,45,235,9,433,7979,2,2.1,0
cell_1605,28.460811,77.233735,Faridabad,121,40,277,8,442,6999,2,2.37,0
cell_1606,28.460811,77.238868,Faridabad,114,46,263,7,412,6691,2,2.05,0
cell_1607,28.460811,77.244001,Faridabad,128,45,245,7,495,8036,2,1.98,0
cell_1608,28.460811,77.249134,Faridabad,92,41,249,8,442,7162,2,2.08,0
cell_1609,28.460811,77.254267,Faridabad,124,40,290,8,405,8381,2,2.14,0
cell_1610,28.460811,77.2594,Faridabad,122,46,303,7,474,8488,2,2.12,0
cell_1611,28.460811,77.264533,Faridabad,110,45,239,7,552,7515,2,2.43,0
cell_1612,28.460811,77.269666,Faridabad,104,48,249,9,409,7563,2,2.36,0
cell_1613,28.460811,77.274799,Faridabad,117,41,290,8,405,8503,2,2.12,0
cell_1614,28.460811,77.279932,Faridabad,105,42,301,8,481,6888,2,2.11,0
cell_1615,28.460811,77.285065,Faridabad,122,48,278,7,537,6911,2,2.28,0
cell_1616,28.460811,77.290198,Faridabad,116,41,288,8,501,7736,2,2.05,0
cell_1617,28.460811,77.295331,Faridabad,115,47,257,8,411,8507,2,2.05,0
cell_1618,28.460811,77.300463,Greater Noida,81,52,274,6,480,3440,2,2.06,0
cell_1619,28.460811,77.305596,Greater Noida,75,47,275,7,474,3466,2,1.81,0
cell_1620,28.460811,77.310729,Greater Noida,99,51,306,7,427,3316,2,1.88,0
cell_1621,28.460811,77.315862,Greater Noida,96,51,290,6,496,3327,2,2.14,0
cell_1622,28.460811,77.320995,Greater Noida,89,50,325,7,397,3126,2,2.24,0
cell_1623,28.460811,77.326128,Greater Noida,84,48,344,7,461,3430,2,2.2,0
cell_1624,28.460811,77.331261,Greater Noida,74,53,302,6,494,3023,2,2.11,0
cell_1625,28.460811,77.336394,Greater Noida,76,44,296,7,501,3097,2,2.08,0
cell_1626,28.460811,77.341527,Greater Noida,97,47,319,6,498,3527,2,2.14,0
cell_1627,28.460811,77.34666,Greater Noida,80,45,305,5,495,3242,2,1.94,0
cell_1628,28.460811,77.351793,Greater Noida,74,47,283,6,460,2836,2,1.81,0
cell_1629,28.460811,77.356926,Greater Noida,76,44,302,7,344,3369,2,2.04,0
cell_1630,28.460811,77.362059,Greater Noida,80,53,315,5,420,3282,2,2.16,0
cell_1631,28.460811,77.367192,Greater Noida,93,51,341,5,400,3331,2,2.0,0
cell_1632,28.460811,77.372325,Greater Noida,98,52,317,5,398,2953,2,2.01,0
cell_1633,28.460811,77.377458,Greater Noida,83,50,355,6,451,3403,2,2.21,0
cell_1634,28.460811,77.382591,Greater Noida,81,50,360,6,371,3514,2,1.89,0
cell_1635,28.460811,77.387724,Greater Noida,98,45,363,5,397,2865,2,2.04,0
cell_1636,28.460811,77.392857,Greater Noida,93,44,276,6,341,3159,2,2.24,0
cell_1637,28.460811,77.39799,Greater Noida,93,47,360,5,409,3143,2,1.87,0
cell_1638,28.465315,76.802566,Gurugram,308,35,667,26,1252,8035,8,4.14,0
cell_1639,28.465315,76.807699,Gurugram,350,34,675,24,1206,7581,7,4.31,0
cell_1640,28.465315,76.812832,Gurugram,298,36,655,23,1540,6423,8,4.25,0
cell_1641,28.465315,76.817965,Gurugram,358,36,598,30,1651,7227,8,3.69,0
cell_1642,28.465315,76.823098,Gurugram,293,37,685,33,1656,7319,7,3.44,0
cell_1643,28.465315,76.828231,Gurugram,371,34,708,27,1557,6553,6,3.94,1
cell_1644,28.465315,76.833364,Gurugram,325,35,634,33,1419,7150,7,4.05,0
cell_1645,28.465315,76.838497,Gurugram,312,39,594,23,1460,6854,7,3.51,0
cell_1646,28.465315,76.84363,Gurugram,294,37,567,25,1615,7599,7,3.63,0
cell_1647,28.465315,76.848763,Gurugram,277,33,611,31,1378,8012,7,4.11,0
cell_1648,28.465315,76.853896,Gurugram,330,38,527,24,1575,7922,8,4.19,0
cell_1649,28.465315,76.859029,Gurugram,321,35,602,28,1443,7341,7,3.99,0
cell_1650,28.465315,76.864162,Gurugram,366,34,582,30,1439,7082,7,4.08,0
cell_1651,28.465315,76.869295,Gurugram,298,34,711,23,1583,7579,7,3.97,0
cell_1652,28.465315,76.874428,Gurugram,392,33,628,25,1299,7885,7,3.46,0
cell_1653,28.465315,76.879561,Gurugram,388,34,688,25,1239,7258,6,3.81,1
cell_1654,28.465315,76.884694,Gurugram,349,39,532,29,1194,6488,8,4.07,0
cell_1655,28.465315,76.889827,Gurugram,298,38,571,31,1299,7779,6,4.08,0
cell_1656,28.465315,76.89496,Gurugram,273,38,634,26,1664,7406,8,4.36,0
cell_1657,28.465315,76.900093,Gurugram,275,39,557,23,1487,7967,8,3.49,0
cell_1658,28.465315,76.905226,Gurugram,336,39,709,24,1205,7274,6,3.55,0
cell_1659,28.465315,76.910359,Gurugram,285,39,565,23,1449,7810,7,3.97,0
cell_1660,28.465315,76.915492,Gurugram,397,38,553,25,1312,7242,8,3.93,0
cell_1661,28.465315,76.920625,Gurugram,339,34,657,31,1319,7900,6,4.11,0
cell_1662,28.465315,76.925757,Gurugram,276,33,593,30,1660,7312,6,4.0,0
cell_1663,28.465315,76.93089,Gurugram,312,35,673,29,1136,7385,6,3.61,0
cell_1664,28.465315,76.936023,Gurugram,291,40,608,33,1418,6872,8,4.22,0
cell_1665,28.465315,76.941156,Gurugram,406,38,677,32,1216,6710,8,3.95,0
cell_1666,28.465315,76.946289,Gurugram,286,33,589,25,1599,7391,8,4.03,0
cell_1667,28.465315,76.951422,Gurugram,282,33,586,24,1203,7512,6,4.16,0
cell_1668,28.465315,76.956555,Gurugram,397,39,576,30,1535,6965,6,4.36,0
cell_1669,28.465315,76.961688,Gurugram,377,33,609,32,1522,7790,7,4.14,0
cell_1670,28.465315,76.966821,Gurugram,290,37,550,31,1134,6651,6,3.58,0
cell_1671,28.465315,76.971954,Gurugram,380,34,699,31,1598,7865,7,3.73,1
cell_1672,28.465315,76.977087,Gurugram,312,36,661,26,1582,7621,8,4.3,0
cell_1673,28.465315,76.98222,Gurugram,288,37,627,24,1587,6361,6,4.03,0
cell_1674,28.465315,76.987353,Gurugram,297,37,640,30,1625,7244,7,4.23,0
cell_1675,28.465315,76.992486,Gurugram,368,37,686,32,1575,7863,8,3.95,0
cell_1676,28.465315,76.997619,Gurugram,298,38,683,32,1567,6553,8,3.8,0
cell_1677,28.465315,77.002752,Saket,377,28,659,33,1315,19368,5,4.4,1
cell_1678,28.465315,77.007885,Saket,363,29,573,33,1418,17686,5,4.15,1
cell_1679,28.465315,77.013018,Saket,393,31,577,38,1858,16325,5,4.63,1
cell_1680,28.465315,77.018151,Saket,387,30,538,34,1393,18929,6,4.59,0
cell_1681,28.465315,77.023284,Saket,397,32,643,29,1402,16209,6,4.67,1
cell_1682,28.465315,77.028417,Saket,365,30,650,32,1824,19339,5,4.27,1
cell_1683,28.465315,77.03355,Saket,319,29,499,37,1843,17607,6,4.16,0
cell_1684,28.465315,77.038683,Saket,404,34,516,33,1770,18641,6,4.7,0
cell_1685,28.465315,77.043816,Saket,370,29,545,31,1892,17187,7,4.65,0
cell_1686,28.465315,77.048949,Saket,410,31,511,38,1401,18017,7,4.3,0
cell_1687,28.465315,77.054081,Saket,333,34,632,26,1324,17684,5,4.07,0
cell_1688,28.465315,77.059214,Saket,393,34,641,28,1293,16807,5,4.24,1
cell_1689,28.465315,77.064347,Saket,385,28,508,26,1596,16181,6,4.51,0
cell_1690,28.465315,77.06948,Saket,406,32,520,30,1834,16212,6,3.9,0
cell_1691,28.465315,77.074613,Saket,379,33,554,31,1858,17610,6,3.95,0
cell_1692,28.465315,77.079746,Saket,317,31,641,34,1441,19749,5,4.4,0
cell_1693,28.465315,77.084879,Saket,345,30,561,29,1857,16299,7,4.59,0
cell_1694,28.465315,77.090012,Saket,452,29,498,35,1886,17088,7,4.53,1
cell_1695,28.465315,77.095145,Saket,363,31,601,38,1569,19050,6,4.25,0
cell_1696,28.465315,77.100278,Saket,370,32,663,28,1301,19127,6,4.21,1
cell_1697,28.465315,77.105411,Saket,409,30,511,28,1521,16601,7,4.7,0
cell_1698,28.465315,77.110544,Saket,351,29,528,35,1845,19450,7,4.61,0
cell_1699,28.465315,77.115677,Saket,424,33,606,35,1499,18929,7,4.18,1
cell_1700,28.465315,77.12081,Saket,450,29,647,28,1895,17802,5,4.46,1
cell_1701,28.465315,77.125943,Saket,432,33,607,33,1497,20105,5,4.69,1
cell_1702,28.465315,77.131076,Saket,307,33,613,35,1473,19347,5,3.81,0
cell_1703,28.465315,77.136209,Saket,422,31,653,35,1831,17571,6,4.31,1
cell_1704,28.465315,77.141342,Saket,378,31,616,28,1534,18061,6,3.96,1
cell_1705,28.465315,77.146475,Saket,346,33,495,28,1878,19152,5,4.51,0
cell_1706,28.465315,77.151608,Faridabad,93,43,295,9,404,7616,2,1.97,0
cell_1707,28.465315,77.156741,Faridabad,88,44,232,7,492,6783,2,2.2,0
cell_1708,28.465315,77.161874,Faridabad,117,46,236,7,499,7442,2,2.05,0
cell_1709,28.465315,77.167007,Faridabad,119,45,279,8,512,7074,2,2.28,0
cell_1710,28.465315,77.17214,Faridabad,122,41,302,9,469,6896,2,2.29,0
cell_1711,28.465315,77.177272,Faridabad,104,45,268,8,577,6853,2,2.21,0
cell_1712,28.465315,77.182405,Faridabad,128,46,276,8,559,7450,2,2.32,0
cell_1713,28.465315,77.187538,Faridabad,117,40,306,7,422,7469,2,2.45,0
cell_1714,28.465315,77.192671,Faridabad,130,45,310,7,462,7916,2,2.23,0
cell_1715,28.465315,77.197804,Faridabad,126,43,307,7,591,6925,2,2.43,0
cell_1716,28.465315,77.202937,Faridabad,93,44,303,9,576,7221,2,2.36,0
cell_1717,28.465315,77.20807,Faridabad,104,47,236,6,594,7779,2,2.01,0
cell_1718,28.465315,77.213203,Faridabad,117,41,295,9,455,8443,2,2.44,0
cell_1719,28.465315,77.218336,Faridabad,130,41,266,8,452,7509,2,1.94,0
cell_1720,28.465315,77.223469,Faridabad,94,42,249,9,470,7997,2,2.42,0
cell_1721,28.465315,77.228602,Faridabad,96,41,256,9,408,7087,2,2.05,0
cell_1722,28.465315,77.233735,Faridabad,109,41,292,9,512,7800,2,2.26,0
cell_1723,28.465315,77.238868,Faridabad,131,44,294,9,485,8297,2,2.36,0
cell_1724,28.465315,77.244001,Faridabad,120,41,246,8,474,7710,2,2.32,0
cell_1725,28.465315,77.249134,Faridabad,106,42,230,7,546,7361,2,2.08,0
cell_1726,28.465315,77.254267,Faridabad,91,40,294,9,422,7049,2,2.31,0
cell_1727,28.465315,77.2594,Faridabad,102,47,271,7,477,6968,2,2.02,0
cell_1728,28.465315,77.264533,Faridabad,116,46,278,8,573,7343,2,1.96,0
cell_1729,28.465315,77.269666,Faridabad,92,46,309,9,536,8402,2,2.42,0
cell_1730,28.465315,77.274799,Faridabad,103,43,262,8,581,8404,2,2.39,0
cell_1731,28.465315,77.279932,Faridabad,107,41,286,8,539,7926,2,2.36,0
cell_1732,28.465315,77.285065,Faridabad,106,48,307,7,506,6935,2,2.18,0
cell_1733,28.465315,77.290198,Faridabad,127,44,259,8,424,7695,2,1.95,0
cell_1734,28.465315,77.295331,Faridabad,123,44,253,9,535,7427,2,1.97,0
cell_1735,28.465315,77.300463,Greater Noida,76,53,350,6,396,3243,2,2.11,0
cell_1736,28.465315,77.305596,Greater Noida,73,44,337,6,496,3110,2,2.07,0
cell_1737,28.465315,77.310729,Greater Noida,86,44,283,6,497,2948,2,2.12,0
cell_1738,28.465315,77.315862,Greater Noida,88,45,335,6,431,3226,2,1.84,0
cell_1739,28.465315,77.320995,Greater Noida,100,45,307,6,347,3279,2,1.92,0
cell_1740,28.465315,77.326128,Greater Noida,80,52,349,7,345,3527,2,2.16,0
cell_1741,28.465315,77.331261,Greater Noida,98,46,296,5,465,3530,2,2.11,0
cell_1742,28.465315,77.336394,Greater Noida,100,44,320,7,475,3141,2,2.14,0
cell_1743,28.465315,77.341527,Greater Noida,97,49,351,7,420,3301,2,2.06,0
cell_1744,28.465315,77.34666,Greater Noida,103,50,358,5,500,2886,2,2.0,0
cell_1745,28.465315,77.351793,Greater Noida,101,51,297,6,485,3562,2,1.76,0
cell_1746,28.465315,77.356926,Greater Noida,84,50,309,6,380,3336,2,2.22,0
cell_1747,28.465315,77.362059,Greater Noida,80,52,353,7,483,3264,2,2.16,0
cell_1748,28.465315,77.367192,Greater Noida,101,53,279,5,497,3053,2,1.79,0
cell_1749,28.465315,77.372325,Greater Noida,105,53,293,5,338,2918,2,2.2,0
cell_1750,28.465315,77.377458,Greater Noida,100,43,358,6,359,3579,2,1.97,0
cell_1751,28.465315,77.382591,Greater Noida,76,50,366,7,460,3247,2,1.9,0
cell_1752,28.465315,77.387724,Greater Noida,75,52,356,6,380,3480,2,2.08,0
cell_1753,28.465315,77.392857,Greater Noida,92,52,359,7,375,2949,2,2.04,0
cell_1754,28.465315,77.39799,Greater Noida,96,45,354,6,493,3208,2,1.94,0
cell_1755,28.46982,76.802566,Gurugram,276,38,576,28,1318,7205,8,4.21,0
cell_1756,28.46982,76.807699,Gurugram,329,38,573,30,1350,6472,7,4.23,0
cell_1757,28.46982,76.812832,Gurugram,400,40,707,25,1234,6968,8,4.12,0
cell_1758,28.46982,76.817965,Gurugram,359,35,634,27,1308,7037,8,3.87,0
cell_1759,28.46982,76.823098,Gurugram,289,38,698,24,1196,7832,7,4.15,0
cell_1760,28.46982,76.828231,Gurugram,324,38,672,23,1391,6884,8,3.51,0
cell_1761,28.46982,76.833364,Gurugram,342,36,689,32,1593,6727,6,3.87,0
cell_1762,28.46982,76.838497,Gurugram,376,39,530,28,1380,6746,6,3.56,0
cell_1763,28.46982,76.84363,Gurugram,367,39,634,27,1598,7013,8,3.54,0
cell_1764,28.46982,76.848763,Gurugram,277,39,530,24,1143,7445,7,4.26,0
cell_1765,28.46982,76.853896,Gurugram,373,36,668,33,1383,7410,7,3.8,0
cell_1766,28.46982,76.859029,Gurugram,369,37,655,25,1251,7104,7,4.24,0
cell_1767,28.46982,76.864162,Gurugram,302,34,684,31,1617,7158,7,3.67,0
cell_1768,28.46982,76.869295,Gurugram,334,35,561,27,1271,8006,6,3.53,0
cell_1769,28.46982,76.874428,Gurugram,319,38,695,29,1657,6358,6,3.7,0
cell_1770,28.46982,76.879561,Gurugram,324,35,679,30,1129,6394,7,3.78,0
cell_1771,28.46982,76.884694,Gurugram,283,32,536,23,1162,7353,6,3.82,0
cell_1772,28.46982,76.889827,Gurugram,327,37,576,30,1179,6832,6,4.1,0
cell_1773,28.46982,76.89496,Gurugram,274,38,658,32,1383,7647,8,3.77,0
cell_1774,28.46982,76.900093,Gurugram,362,38,635,29,1448,6397,8,4.13,0
cell_1775,28.46982,76.905226,Gurugram,395,39,570,30,1497,6758,8,3.74,0
cell_1776,28.46982,76.910359,Gurugram,323,36,543,29,1131,6434,8,3.47,0
cell_1777,28.46982,76.915492,Gurugram,351,37,657,24,1639,7666,7,4.1,0
cell_1778,28.46982,76.920625,Gurugram,378,37,536,31,1302,7805,7,3.57,0
cell_1779,28.46982,76.925757,Gurugram,309,35,694,33,1283,7005,8,3.82,0
cell_1780,28.46982,76.93089,Gurugram,315,35,711,23,1623,6609,8,3.8,0
cell_1781,28.46982,76.936023,Gurugram,370,38,605,31,1217,7588,7,3.76,0
cell_1782,28.46982,76.941156,Gurugram,315,33,641,27,1366,6340,6,3.6,0
cell_1783,28.46982,76.946289,Gurugram,295,34,607,32,1149,7929,6,3.62,0
cell_1784,28.46982,76.951422,Gurugram,368,39,540,27,1387,7264,6,4.11,0
cell_1785,28.46982,76.956555,Gurugram,276,38,643,24,1520,6971,8,3.77,0
cell_1786,28.46982,76.961688,Gurugram,381,32,532,32,1167,6538,7,4.32,0
cell_1787,28.46982,76.966821,Gurugram,310,34,690,23,1454,6698,7,4.19,0
cell_1788,28.46982,76.971954,Gurugram,371,39,708,28,1225,7418,6,4.14,0
cell_1789,28.46982,76.977087,Gurugram,338,33,657,23,1226,7101,6,4.22,0
cell_1790,28.46982,76.98222,Gurugram,336,34,660,23,1297,7751,7,3.91,0
cell_1791,28.46982,76.987353,Gurugram,357,39,554,27,1618,6446,8,4.27,0
cell_1792,28.46982,76.992486,Gurugram,392,36,549,27,1601,7064,7,4.17,0
cell_1793,28.46982,76.997619,Gurugram,298,37,673,33,1417,6517,6,4.37,0
cell_1794,28.46982,77.002752,Saket,451,30,627,28,1843,15888,5,4.41,1
cell_1795,28.46982,77.007885,Saket,433,34,639,33,1716,18266,6,4.16,1
cell_1796,28.46982,77.013018,Saket,408,29,596,36,1445,16787,5,4.56,1
cell_1797,28.46982,77.018151,Saket,348,33,601,36,1720,19447,7,4.42,0
cell_1798,28.46982,77.023284,Saket,449,29,629,27,1845,17291,5,4.12,1
cell_1799,28.46982,77.028417,Saket,369,31,564,37,1742,18994,5,3.97,0
cell_1800,28.46982,77.03355,Saket,308,32,517,26,1590,17955,7,4.59,0
cell_1801,28.46982,77.038683,Saket,323,34,651,30,1832,16111,6,4.42,0
cell_1802,28.46982,77.043816,Saket,379,31,521,36,1682,18497,5,3.71,0
cell_1803,28.46982,77.048949,Saket,406,31,578,33,1813,16343,5,4.69,1
cell_1804,28.46982,77.054081,Saket,400,30,547,32,1369,17898,7,4.24,0
cell_1805,28.46982,77.059214,Saket,452,29,552,38,1417,18082,6,4.24,1
cell_1806,28.46982,77.064347,Saket,361,33,623,34,1429,16661,7,4.69,0
cell_1807,28.46982,77.06948,Saket,389,32,568,32,1764,19802,6,4.69,0
cell_1808,28.46982,77.074613,Saket,400,34,517,32,1312,20114,6,4.63,0
cell_1809,28.46982,77.079746,Saket,439,30,578,32,1781,19852,5,4.32,1
cell_1810,28.46982,77.084879,Saket,322,30,501,37,1651,16752,5,4.4,0
